"","station.id","elev","lon","lat","station.name"
"4490","268977",1476,-119.37,38.75,"WELLINGTON R"
"4491","268988",1722,-114.97,41.12,"WELLS       "
"4492","269072",1898,-115.78,41.67,"WILD HORSE R"
"4493","269122",1720,-114.75,41.43,"WILKINS     "
"4494","269171",1310,-117.8,40.9,"WINNEMUCCA W"
"4495","269229",1336,-119.17,38.98,"YERINGTON   "
"4496","270038",418,-71.87,43.65,"ALEXANDRIA  "
"4497","270675",400,-71.88,44.1,"BENTON      "
"4498","270681",366,-71.93,44.03,"BENTON 5 SW "
"4499","270690",339,-71.17,44.48,"BERLIN      "
"4500","270703",421,-71.68,44.28,"BETHLEHEM   "
"4501","270741",168,-71.72,43.32,"WEBSTER     "
"4502","271099",201,-71.63,43.87,"CAMPTON     "
"4503","271647",345,-71.5,44.9,"COLEBROOK   "
"4504","271683",108,-71.52,43.2,"CONCORD MUNI"
"4505","271732",146,-71.12,44,"CONWAY 1 N  "
"4506","271950",308,-71.88,43.08,"DEERING     "
"4507","272174",24,-70.95,43.15,"DURHAM      "
"4508","272284",241,-71.7,43.07,"EAST DEERING"
"4509","272800",61,-71.07,43.05,"EPPING      "
"4510","272842",390,-71.13,44.78,"ERROL       "
"4511","272898",494,-71.45,44.27,"BRETTON WOOD"
"4512","272999",506,-71.28,45.08,"FIRST CONNEC"
"4513","273177",119,-71.67,43.45,"FRANKLIN    "
"4514","273182",131,-71.65,43.47,"FRANKLIN FAL"
"4515","273409",503,-71.9,43.98,"GLENCLIFF   "
"4516","273530",256,-71.95,43.57,"GRAFTON     "
"4517","273626",18,-70.83,43.05,"GREENLAND   "
"4518","273850",184,-72.28,43.7,"HANOVER     "
"4519","274399",155,-72.32,42.95,"KEENE       "
"4520","274475",159,-71.47,43.55,"LAKEPORT    "
"4521","274556",278,-71.57,44.48,"LANCASTER   "
"4522","274656",172,-72.32,43.63,"LEBANON REGI"
"4523","275072",52,-71.47,43,"MANCHESTER  "
"4524","275211",76,-71.4,42.98,"MASSABESIC L"
"4525","275500",207,-72,44.32,"MONROE 5 NNE"
"4526","275629",400,-72.08,43.33,"MOUNT SUNAPE"
"4527","275639",1909,-71.3,44.27,"MOUNT WASHIN"
"4528","275712",43,-71.48,42.78,"NASHUA 2 NNW"
"4529","275843",409,-71.98,43.42,"NEW LONDON  "
"4530","275995",162,-71.13,44.05,"NORTH CONWAY"
"4531","276234",268,-71.63,44.75,"NORTH STRATF"
"4532","276368",168,-71.15,43.2,"NORTHWOOD   "
"4533","276697",305,-71.95,42.85,"PETERBORO 2 "
"4534","276818",610,-71.25,44.27,"PINKHAM NOTC"
"4535","276944",153,-71.73,43.77,"PLYMOUTH    "
"4536","276945",214,-71.65,43.75,"PLYMOUTH    "
"4537","276980",12,-70.78,43.07,"PORTSMOUTH  "
"4538","278539",165,-72.32,43,"SURRY MOUNTA"
"4539","278612",241,-71.3,43.9,"TAMWORTH 3  "
"4540","279740",52,-71.32,42.78,"WINDHAM 3 NW"
"4541","279865",162,-71.2,43.58,"WOLFEBORO FA"
"4542","279866",220,-71.23,43.6,"WOLFEBORO   "
"4543","279940",220,-71.68,43.98,"WOODSTOCK   "
"4544","280311",20,-74.58,39.45,"ATLANTIC CIT"
"4545","280325",3,-74.43,39.38,"ATLANTIC CIT"
"4546","280346",12,-75.08,39.88,"AUDUBON     "
"4547","280690",15,-74.87,39.27,"BELLEPLAIN S"
"4548","280729",88,-75.08,40.83,"BELVIDERE   "
"4549","280907",85,-74.4,40.9,"BOONTON 1SE "
"4550","281028",9,-75.23,39.43,"BRIDGETON 1 "
"4551","281211",3,-74.87,40.08,"BURLINGTON  "
"4552","281335",55,-74.35,40.75,"CANOE BROOK "
"4553","281351",6,-74.95,38.95,"CAPE MAY 2 N"
"4554","281582",232,-74.43,41.03,"CHARLOTTEBUR"
"4555","281598",27,-74.53,39.73,"CHATSWORTH  "
"4556","281708",37,-75.1,39.65,"CLAYTON     "
"4557","282023",24,-74.3,40.65,"CRANFORD    "
"4558","282644",12,-74.23,40.67,"ELIZABETH   "
"4559","282768",76,-74.3,40.83,"ESSEX FELLS "
"4560","283029",79,-74.88,40.57,"FLEMINGTON 5"
"4561","283181",58,-74.28,40.25,"FREEHOLD    "
"4562","283291",43,-75.12,39.7,"GLASSBORO 2 "
"4563","283662",31,-74.8,39.63,"HAMMONTON 2 "
"4564","283935",488,-74.67,41.3,"HIGH POINT P"
"4565","283951",30,-74.57,40.27,"HIGHTSTOWN 2"
"4566","284229",30,-74.78,39.8,"INDIAN MILLS"
"4567","284339",43,-74.05,40.73,"JERSEY CITY "
"4568","284627",15,-74.18,40.1,"LAKEWOOD 2 E"
"4569","284635",18,-74.95,40.37,"LAMBERTVILLE"
"4570","284735",146,-74.85,41.25,"LAYTON 3 NW "
"4571","284887",49,-74.23,40.88,"LITTLE FALLS"
"4572","284987",9,-74,40.27,"LONG BRANCH "
"4573","285003",165,-74.78,40.78,"LONG VALLEY "
"4574","285576",18,-75.05,39.4,"MILLVILLE   "
"4575","285581",22,-75.07,39.37,"MILLVILLE MU"
"4576","285728",14,-74.97,39.97,"MOORESTOWN  "
"4577","285769",122,-74.5,40.83,"MORRIS PLAIN"
"4578","286026",9,-74.17,40.7,"NEWARK INTL "
"4579","286055",26,-74.43,40.47,"NEW BRUNSWIC"
"4580","286177",174,-74.75,41.05,"NEWTON ST PA"
"4581","286775",31,-74.15,40.9,"PATERSON    "
"4582","286843",18,-74.68,39.97,"PEMBERTON   "
"4583","286974",55,-75.18,40.68,"PHILLIPSBURG"
"4584","287079",27,-74.4,40.6,"PLAINFIELD  "
"4585","287131",3,-74.52,39.42,"PLEASANTVILL"
"4586","287545",24,-74.02,40.83,"RIDGEFIELD  "
"4587","287825",6,-74.33,40.43,"RUNYON      "
"4588","287865",3,-74,40.45,"SANDY HOOK  "
"4589","287869",7,-74.02,40.47,"SANDY HOOK L"
"4590","287936",27,-75.23,39.5,"SEABROOK FAR"
"4591","288051",37,-75.3,39.47,"SHILOH      "
"4592","288194",18,-74.62,40.58,"SOMERVILLE 3"
"4593","288644",137,-74.6,41.22,"SUSSEX      "
"4594","288816",3,-74.22,39.95,"TOMS RIVER  "
"4595","288878",34,-74.77,40.23,"TRENTON-NOTT"
"4596","288883",42,-74.77,40.22,"TRENTON WSO "
"4597","288899",6,-74.35,39.6,"TUCKERTON   "
"4598","289187",75,-74.3,41.05,"WANAQUE RAYM"
"4599","289910",6,-75.33,39.67,"WOODSTOWN   "
"4600","290041",1952,-106.43,36.23,"ABIQUIU DAM "
"4601","290119",2263,-107.9,33.55,"ADOBE RANCH "
"4602","290131",1193,-106.75,32.28,"STATE UNIVER"
"4603","290199",1326,-105.95,32.88,"ALAMOGORDO  "
"4604","290200",1402,-105.95,32.98,"LA LUZ      "
"4605","290205",1315,-104.38,34.6,"SUMNER LAKE "
"4606","290214",1494,-103.87,35.93,"ALBERT      "
"4607","290222",1565,-106.62,35.1,"ALBUQUERQUE "
"4608","290234",1619,-106.62,35.05,"ALBUQUERQUE "
"4609","290245",1731,-106.07,36.1,"ALCALDE     "
"4610","290268",1525,-107,32.98,"ALEMAN RANCH"
"4611","290275",1494,-108.92,33.4,"ALMA        "
"4612","290377",1373,-103.17,35.9,"AMISTAD 5 SS"
"4613","290394",1864,-105.75,33.93,"ANCHO       "
"4614","290417",1345,-108.82,31.95,"ANIMAS      "
"4615","290512",2038,-108.53,33.88,"ARAGON      "
"4616","290525",1220,-103.18,34.12,"ARCH        "
"4617","290600",1031,-104.4,32.85,"ARTESIA     "
"4618","290640",2101,-107.83,34,"AUGUSTINE 2 "
"4619","290692",1720,-108,36.83,"AZTEC RUINS "
"4620","290743",1848,-106.27,35.78,"BANDELIER NA"
"4621","290818",2050,-108.12,33.45,"BEAVERHEAD R"
"4622","290858",1372,-104.1,35.53,"BELL RANCH  "
"4623","290903",1537,-106.57,35.28,"BERNALILLO  "
"4624","290915",1443,-106.82,34.43,"BERNARDO    "
"4625","290983",1662,-106.37,33.88,"BINGHAM 2 NE"
"4626","290989",2074,-108.33,33.8,"YORK RANCH  "
"4627","290992",1119,-104.4,33.48,"BITTER LAKES"
"4628","291018",1970,-108.78,35.08,"BLACK ROCK  "
"4629","291063",1766,-107.97,36.67,"BLOOMFIELD 3"
"4630","291080",2028,-107.98,35.27,"BLUEWATER 3 "
"4631","291138",1379,-106.9,33.77,"BOSQUE DEL A"
"4632","291153",979,-104.38,32.52,"BRANTLEY DAM"
"4633","291286",1277,-107.3,32.9,"CABALLO DAM "
"4634","291332",1403,-103.38,34.9,"CAMERON     "
"4635","291440",1937,-105.57,33.55,"CAPITAN     "
"4636","291452",2037,-104,36.73,"CAPULIN 6 SS"
"4637","291454",2223,-103.97,36.78,"CAPULIN NATL"
"4638","291469",951,-104.23,32.42,"CARLSBAD    "
"4639","291475",986,-104.27,32.33,"CARLSBAD CAV"
"4640","291480",1354,-104.45,32.18,"CARLSBAD CAV"
"4641","291515",1647,-105.88,33.63,"CARRIZOZO 1S"
"4642","291630",2336,-105.6,36.73,"CERRO       "
"4643","291647",1870,-107.97,36.07,"CHACO CANYN "
"4644","291664",2393,-106.58,36.92,"CHAMA       "
"4645","291813",1993,-104.95,36.47,"CIMARRON 4SW"
"4646","291840",1646,-105,33.9,"CIRCLE F RAN"
"4647","291887",1515,-103.15,36.45,"CLAYTON WSO "
"4648","291910",1464,-108.52,32.87,"CLIFF 11 SE "
"4649","291913",2195,-105.67,35.02,"CLINES CORNE"
"4650","291918",2111,-105.58,34.93,"CLINES CORNE"
"4651","291927",2623,-105.73,32.95,"CLOUDCROFT  "
"4652","291939",1305,-103.2,34.4,"CLOVIS      "
"4653","291963",1354,-103.22,34.6,"CLOVIS 13 N "
"4654","291982",1695,-106.32,35.63,"COCHITI DAM "
"4655","292013",1235,-107.63,31.83,"COLUMBUS    "
"4656","292024",1229,-107.63,31.82,"COLUMBUS    "
"4657","292030",1293,-104.18,35.4,"CONCHAS DAM "
"4658","292093",2031,-105.6,34.25,"CORONA      "
"4659","292096",1982,-105.68,34.1,"CORONA LINC "
"4660","292100",1557,-106.63,35.23,"CORRALES    "
"4661","292139",2684,-105.65,35.82,"COWLES      "
"4662","292207",1257,-103.32,33.53,"CROSSROADS 2"
"4663","292219",2129,-108.15,35.68,"CROWNPOINT  "
"4664","292241",2105,-106.97,36.02,"CUBA        "
"4665","292250",1879,-107.52,35.1,"CUBERO      "
"4666","292367",2166,-107.85,34.15,"DATIL       "
"4667","292384",1952,-104.78,36.67,"DAWSON      "
"4668","292436",1321,-107.75,32.27,"DEMING      "
"4669","292440",1311,-107.7,32.25,"DEMING MUNIC"
"4670","292453",2019,-103.83,36.77,"DES MOINES  "
"4671","292510",1568,-105.05,35.18,"DILIA       "
"4672","292608",2065,-107,36.93,"DULCE       "
"4673","292677",1074,-103.9,32.53,"WESTERN AG-M"
"4674","292700",2516,-105.27,36.57,"EAGLE NEST  "
"4675","292757",1617,-108.93,31.48,"EICKS RANCH "
"4676","292785",2202,-108.35,35.05,"EL MORRO NAT"
"4677","292820",2095,-106.18,36.33,"EL RITO     "
"4678","292837",2074,-106.73,36.6,"EL VADO DAM "
"4679","292848",1395,-107.18,33.15,"ELEPHANT BUT"
"4680","292854",1327,-103.65,33.95,"ELIDA       "
"4681","292860",2583,-105.28,36.62,"ELIZABETHTOW"
"4682","292865",1739,-105.28,32.93,"ELK 2 E     "
"4683","292871",1229,-104.07,33.7,"ELKINS      "
"4684","292945",1455,-107.03,33.18,"ENGLE       "
"4685","292951",1478,-107.02,33.23,"ENGLE CAA AP"
"4686","293031",1705,-106.08,35.98,"ESPANOLA    "
"4687","293060",1864,-106.07,34.75,"ESTANCIA    "
"4688","293128",1675,-108.23,36.75,"FARMINGTON M"
"4689","293134",1617,-108.2,36.72,"FARMINGTON 4"
"4690","293142",1717,-108.25,36.7,"FARMINGTON A"
"4691","293157",1540,-107.8,32.53,"FAYWOOD     "
"4692","293180",2156,-108.67,34.65,"FENCE LAKE  "
"4693","293225",1357,-107.48,32.43,"FLORIDA     "
"4694","293242",2013,-103.92,36.87,"FOLSOM      "
"4695","293265",1872,-108.15,32.8,"FORT BAYARD "
"4696","293288",1900,-105.52,33.5,"FORT STANTON"
"4697","293294",1227,-104.25,34.47,"FORT SUMNER "
"4698","293300",2098,-105.03,35.9,"FORT UNION  "
"4699","293305",2135,-108.53,35.47,"FORT WINGATE"
"4700","293340",1577,-108.4,36.73,"FRUITLAND   "
"4701","293368",1344,-108.02,32.22,"GAGE 4ESE   "
"4702","293420",1970,-108.75,35.52,"GALLUP 5 E  "
"4703","293422",1973,-108.78,35.52,"GALLUP SEN C"
"4704","293431",2056,-108.77,35.6,"GAMERCO     "
"4705","293488",2516,-105.43,35.9,"GASCON      "
"4706","293505",2263,-106.97,36.43,"GAVILAN     "
"4707","293528",1418,-108.53,33.03,"GILA 6 NNE  "
"4708","293530",1707,-108.22,33.2,"GILA HOT SPR"
"4709","293577",1438,-108.88,33.32,"GLENWOOD    "
"4710","293589",2044,-107.48,36.7,"GOBERNADOR 7"
"4711","293621",2196,-107.37,36.68,"GOVERNADOR  "
"4712","293626",2227,-108.75,35.33,"GOWER       "
"4713","293649",2019,-106.08,34.27,"GRAN QUIVIRA"
"4714","293678",1983,-107.87,35.17,"GRANTS      "
"4715","293682",1989,-107.9,35.17,"GRANTS MILAN"
"4716","293706",1827,-103.62,36.6,"GRENVILLE   "
"4717","293775",1373,-108.32,31.92,"HACHITA     "
"4718","293792",1043,-104.33,33.12,"HAGERMAN    "
"4719","293840",2730,-105.47,35.75,"HARVEYS UPPE"
"4720","293855",1232,-107.15,32.67,"HATCH       "
"4721","293878",1464,-103.22,36.05,"HAYDEN 6 NE "
"4722","293951",2012,-107.73,33.17,"HERMOSA     "
"4723","293969",2406,-108,34.5,"HICKMAN     "
"4724","294009",1626,-107.57,32.9,"HILLSBORO   "
"4725","294026",1104,-103.13,32.7,"HOBBS       "
"4726","294028",1117,-103.2,32.68,"HOBBS FAA AP"
"4727","294101",1778,-108.78,33.72,"RESERVE RANG"
"4728","294112",1247,-104.73,32.82,"HOPE        "
"4729","294346",961,-103.2,32.12,"JAL         "
"4730","294369",1909,-106.68,35.77,"JEMEZ SPRING"
"4731","294375",2257,-108.63,33.98,"JEWETT WORK "
"4732","294426",1300,-106.73,32.62,"JORNADA EXPE"
"4733","294506",1842,-107.68,32.92,"KINGSTON RS "
"4734","294719",1781,-107.4,35.03,"LAGUNA      "
"4735","294722",1494,-104.72,34.6,"SALADO      "
"4736","294736",985,-104.25,32.48,"LAKE AVALON "
"4737","294742",2257,-104.37,36.98,"LAKE MALOYA "
"4738","294747",1000,-104.33,32.6,"LAKE MC MILL"
"4739","294799",1177,-106.8,32.32,"LAS CRUCES  "
"4740","294850",1952,-105.22,35.6,"LAS VEGAS 1 "
"4741","294856",2092,-105.15,35.65,"LAS VEGAS MU"
"4742","294862",1935,-105.2,35.53,"LAS VEGAS SE"
"4743","294936",1906,-104.68,36.08,"LEVY        "
"4744","294960",2214,-107.02,36.33,"LINDRITH    "
"4745","295056",1168,-103.42,35.37,"LOGAN       "
"4746","295079",1296,-108.7,32.35,"LORDSBURG 4 "
"4747","295084",2233,-106.3,35.88,"LOS ALAMOS  "
"4748","295147",1464,-106.73,34.8,"LOS LUNAS   "
"4749","295150",1475,-106.75,34.77,"LOS LUNAS 3S"
"4750","295204",1190,-103.38,32.97,"LOVINGTON 2 "
"4751","295273",2149,-108.93,33.83,"LUNA RS     "
"4752","295290",2196,-107.57,36.23,"LYBROOK     "
"4753","295353",2001,-107.23,34.12,"MAGDALENA   "
"4754","295370",1266,-103.73,32.83,"MALJAMAR 4 S"
"4755","295490",1845,-104.58,36.55,"MAXWELL 3 NW"
"4756","295502",1995,-105.47,32.92,"MAYHILL RS  "
"4757","295516",1344,-103.37,35.6,"MC CARTY RAN"
"4758","295560",2438,-108.45,35.33,"MCGAFFEY 5 S"
"4759","295617",1403,-103.63,34.43,"MELROSE     "
"4760","295657",2007,-105.78,33.17,"MESCALERO   "
"4761","295685",1964,-108.83,35.8,"MEXICAN SPRI"
"4762","295754",1906,-108.02,32.93,"MIMBRES RS  "
"4763","295931",1702,-103.97,35.78,"MOSQUERO 1  "
"4764","295937",1693,-103.92,35.82,"MOSQUERO 1 N"
"4765","295960",2067,-105.82,32.95,"MOUNTAIN PAR"
"4766","295965",1987,-106.25,34.52,"MOUNTAINAIR "
"4767","296040",1281,-103.12,35.65,"NARA VISA   "
"4768","296061",1760,-107.62,36.82,"NAVAJO DAM  "
"4769","296092",1784,-107.42,35.03,"LAGUNA      "
"4770","296098",1699,-108.7,36.28,"NEWCOMB     "
"4771","296115",1394,-104.27,35.07,"NEWKIRK     "
"4772","296275",2339,-105.05,36.18,"OCATE       "
"4773","296435",1275,-106.1,32.38,"OROGRANDE   "
"4774","296465",2098,-107.87,36.32,"OTIS        "
"4775","296492",1900,-106.02,35.08,"OTTO FAA AP "
"4776","296619",1723,-103.73,36.3,"PASAMONTE   "
"4777","296659",1159,-103.38,32.65,"PEARL       "
"4778","296676",2105,-105.68,35.58,"PECOS NATL M"
"4779","296687",1891,-105.57,34.63,"PEDERNAL 4 E"
"4780","296693",1595,-106.33,35.58,"PENA BLANCA "
"4781","296797",2318,-105.05,36.62,"PHILMONT RAN"
"4782","296803",1513,-105.13,33.35,"PICACHO     "
"4783","296804",1537,-105.17,33.35,"PICACHO 2 WS"
"4784","296812",2426,-107.9,34.5,"PIETOWN 19 N"
"4785","297008",1220,-103.33,34.18,"PORTALES    "
"4786","297014",1281,-103.43,34.23,"PORTALES 7 W"
"4787","297028",1013,-103.93,32.5,"POTASH MINE "
"4788","297180",2098,-108.5,34.35,"QUEMADO     "
"4789","297226",1556,-103.73,34.82,"RAGLAND 3 SS"
"4790","297254",1617,-104.95,34.27,"RAMON 8 SW  "
"4791","297277",2037,-104.43,36.9,"RATON       "
"4792","297279",2114,-104.43,36.92,"RATON FILTER"
"4793","297280",2025,-104.45,36.88,"RATON KRTN R"
"4794","297281",1979,-104.42,36.87,"RATON NEAR  "
"4795","297283",1946,-104.5,36.75,"RATON CREWS "
"4796","297323",2644,-105.4,36.7,"RED RIVER   "
"4797","297340",1266,-108.73,32.7,"REDROCK 1 NN"
"4798","297346",2272,-106.95,36.18,"REGINA      "
"4799","297380",2135,-105.6,35.28,"RENCONA     "
"4800","297420",1342,-103.4,33.97,"RICHLAND    "
"4801","297451",1327,-103.35,35.6,"RINESTINE RA"
"4802","297525",2286,-105.43,35.85,"ROCIADA     "
"4803","297534",1257,-109.03,31.85,"RODEO       "
"4804","297540",1255,-108.98,31.93,"RODEO CAA AP"
"4805","297604",1089,-104.43,33.32,"ROSWELL     "
"4806","297609",1098,-104.45,33.4,"ROSWELL MUNI"
"4807","297610",1112,-104.53,33.3,"ROSWELL FAA "
"4808","297638",1793,-104.2,35.95,"ROY         "
"4809","297649",2098,-105.67,33.33,"RUIDOSO     "
"4810","297809",2471,-105.6,36.58,"SAN CRISTOBA"
"4811","297827",1861,-107.62,35.08,"SAN FIDEL 2 "
"4812","297867",1289,-103.33,35.12,"SAN JON     "
"4813","297907",1369,-106.98,33.68,"SAN MARCIAL "
"4814","297918",2211,-107.65,35.33,"SAN MATEO   "
"4815","297930",1981,-107.88,35.12,"SAN RAFAEL  "
"4816","298011",3257,-106.45,35.22,"SANDIA CREST"
"4817","298015",2138,-106.37,35.17,"SANDIA      "
"4818","298018",1922,-106.38,35.07,"SANDIA RS   "
"4819","298061",2257,-106.28,36,"SANTA CLARA "
"4820","298072",2135,-105.95,35.68,"SANTA FE    "
"4821","298085",2073,-105.97,35.65,"SANTA FE 2  "
"4822","298095",1925,-108.07,32.8,"SANTA RITA  "
"4823","298107",1408,-104.68,34.95,"SANTA ROSA  "
"4824","298284",1510,-108.73,36.77,"SHIPROCK    "
"4825","298289",1891,-104.65,36.45,"SHOEMAKER RA"
"4826","298324",1813,-108.28,32.77,"SILVER CITY "
"4827","298387",1398,-106.88,34.08,"SOCORRO     "
"4828","298501",1805,-104.58,36.37,"SPRINGER    "
"4829","298518",1945,-105.97,35.17,"STANLEY 1 NN"
"4830","298524",2025,-107.47,35.93,"STAR LAKE   "
"4831","298668",2129,-105.57,36.42,"TAOS        "
"4832","298713",1251,-103.33,33.25,"TATUM       "
"4833","298788",2288,-105.67,35.77,"TERERRO     "
"4834","298830",2166,-108.15,35.43,"THOREAU     "
"4835","298845",2278,-106.58,36.72,"TIERRA AMARI"
"4836","298919",1964,-108.77,35.85,"TOHATCHI 1 E"
"4837","298921",1827,-108.65,35.9,"TOHATCHI 6 N"
"4838","299031",2043,-107.18,35.8,"TORREON NAVA"
"4839","299085",2464,-105.97,36.65,"TRES PIEDRAS"
"4840","299128",1342,-107.23,33.13,"TRUTH OR CON"
"4841","299129",1471,-107.27,33.23,"TRUTH OR CON"
"4842","299153",1237,-103.6,35.18,"TUCUMCARI FA"
"4843","299156",1245,-103.68,35.2,"TUCUMCARI 4N"
"4844","299165",1350,-106.05,33.08,"TULAROSA    "
"4845","299284",1165,-103.45,35.35,"UTE DAM     "
"4846","299330",1922,-104.93,35.82,"VALMORA     "
"4847","299405",1845,-105.22,34.6,"VAUGHN      "
"4848","299448",2312,-104.95,36.88,"VERMEJO PARK"
"4849","299569",1039,-103.78,32.38,"WASTE       "
"4850","299686",1220,-106.17,32.78,"WHITE SANDS "
"4851","299691",1851,-108.37,32.55,"WHITE SIGNAL"
"4852","299800",2501,-105.67,35.83,"WINSORS     "
"4853","299806",1891,-107.65,33.35,"WINSTON     "
"4854","299820",2486,-106.77,35.97,"WOLF CANYON "
"4855","299823",1830,-107.3,33.77,"WOOFTER RANC"
"4856","299851",1479,-104.62,34.4,"YESO 2 S    "
"4857","299857",1525,-104.73,34.32,"YESO OVERTON"
"4858","299897",1965,-108.78,35.1,"ZUNI        "
"4859","300023",302,-77.23,42.1,"ADDISON     "
"4860","300042",84,-73.8,42.75,"ALBANY WSFOA"
"4861","300047",27,-73.75,42.65,"ALBANY      "
"4862","300055",143,-78.13,43.27,"ALBION 2 NE "
"4863","300063",183,-73.93,42.47,"ALCOVE DAM  "
"4864","300077",79,-75.92,44.33,"ALEXANDRIA B"
"4865","300085",539,-77.78,42.25,"ALFRED      "
"4866","300093",457,-78.75,42.1,"ALLEGANY STA"
"4867","300175",509,-77.8,42.15,"ANDOVER     "
"4868","300183",434,-78.02,42.3,"ANGELICA    "
"4869","300220",451,-78.42,42.53,"ARCADE      "
"4870","300321",235,-76.53,42.92,"AUBURN      "
"4871","300331",253,-76.65,42.73,"AURORA RESEA"
"4872","300343",171,-77.73,42.95,"AVON        "
"4873","300351",3,-73.32,40.7,"BABYLON     "
"4874","300360",303,-75.45,42.28,"BAINBRIDGE 2"
"4875","300379",116,-76.33,43.15,"BALDWINSVILL"
"4876","300443",271,-78.18,42.98,"BATAVIA     "
"4877","300448",341,-77.35,42.35,"BATH        "
"4878","300511",131,-73.72,41.23,"BEDFORD HILL"
"4879","300687",488,-75.98,42.22,"BINGHAMTON W"
"4880","300691",277,-75.92,42.1,"BINGHAMTON W"
"4881","300766",482,-78.17,42.07,"BOLIVAR     "
"4882","300785",372,-75.28,43.45,"BOONVILLE 2 "
"4883","300889",18,-72.3,40.95,"BRIDGEHAMPTO"
"4884","300937",163,-77.93,43.2,"BROCKPORT   "
"4885","301012",215,-78.73,42.93,"BUFFALO WSCM"
"4886","301093",92,-74.02,42.32,"CAIRO       "
"4887","301095",143,-74.05,42.33,"CAIRO 4 NW  "
"4888","301101",287,-75.05,41.77,"CALLICOON   "
"4889","301110",156,-75.75,43.33,"CAMDEN 2 NW "
"4890","301152",220,-77.28,42.85,"CANANDAIGUA "
"4891","301185",134,-75.12,44.57,"CANTON 4SE  "
"4892","301207",153,-73.7,41.42,"CARMEL      "
"4893","301260",76,-73.87,42.23,"CATSKILL 1 N"
"4894","301387",323,-74.22,44.75,"CHASM FALLS "
"4895","301391",122,-73.6,42.37,"CHATHAM     "
"4896","301401",52,-73.43,44.88,"CHAZY       "
"4897","301436",415,-74.73,42.82,"CHERRY VALLE"
"4898","301589",293,-74.5,42.67,"COBLESKILL  "
"4899","301593",274,-74.48,42.68,"COBLESKILL  "
"4900","301595",356,-74.43,42.67,"COBLESKILL 2"
"4901","301623",312,-78.68,42.67,"COLDEN 1 N  "
"4902","301708",247,-73.93,43.32,"CONKLINGVILL"
"4903","301723",128,-74.3,44.92,"CONSTABLE 1 "
"4904","301752",366,-74.92,42.7,"COOPERSTOWN "
"4905","301761",168,-73.53,42.1,"COPAKE      "
"4906","301799",344,-76.18,42.6,"CORTLAND    "
"4907","301966",408,-73.72,44.72,"DANNEMORA   "
"4908","301974",201,-77.72,42.57,"DANSVILLE   "
"4909","302036",445,-74.92,42.27,"DELHI 2 SE  "
"4910","302060",305,-75.43,42.07,"DEPOSIT     "
"4911","302071",195,-79.02,42.7,"DERBY 2 NW  "
"4912","302129",73,-73.87,41.02,"DOBBS FERRY "
"4913","302169",397,-74.97,42.08,"DOWNSVILLE D"
"4914","302366",602,-74.13,42.23,"EAST JEWETT "
"4915","302554",177,-73.58,44.22,"ELIZABETHTOW"
"4916","302582",101,-74.4,41.72,"ELLENVILLE  "
"4917","302599",235,-78.65,42.85,"ELMA        "
"4918","302610",257,-76.8,42.1,"ELMIRA      "
"4919","302615",290,-76.9,42.17,"ELMIRA      "
"4920","302627",253,-76.08,42.08,"ENDICOTT    "
"4921","302760",24,-73.43,40.75,"FARMINGDALE "
"4922","302934",192,-75.77,44.03,"FORT DRUM   "
"4923","302964",18,-73.8,40.8,"FORT SCHUYLE"
"4924","303025",485,-78.45,42.33,"FRANKLINVILL"
"4925","303033",232,-79.3,42.45,"FREDONIA    "
"4926","303038",137,-74.07,42.37,"FREEHOLD 2 N"
"4927","303102",534,-74.18,44.43,"GABRIELS    "
"4928","303124",594,-77.4,42.7,"GANNETT HILL"
"4929","303177",180,-77,42.88,"GENEVA EXPER"
"4930","303184",219,-77.03,42.88,"GENEVA RESR "
"4931","303259",84,-73.93,41.52,"GLENHAM     "
"4932","303284",153,-73.73,43.33,"GLENS FALLS "
"4933","303289",107,-73.65,43.32,"GLENS FALLS "
"4934","303294",104,-73.62,43.35,"GLENS FALLS "
"4935","303319",247,-74.35,43.05,"GLOVERSVILLE"
"4936","303346",134,-75.47,44.35,"GOUVERNEUR 3"
"4937","303354",262,-78.93,42.48,"HELMUTH     "
"4938","303360",476,-73.47,42.78,"GRAFTON     "
"4939","303416",342,-75.12,43.13,"GRAVESVILLE "
"4940","303452",186,-73.83,43.12,"GREENFIELD C"
"4941","303464",6,-72.37,41.1,"GREENPORT PO"
"4942","303507",157,-75.4,43.23,"GRIFFISS AFB"
"4943","303602",369,-75.53,42.82,"HAMILTON    "
"4944","303773",275,-77.62,42.78,"HEMLOCK     "
"4945","303781",24,-73.63,40.72,"HEMPSTEAD GA"
"4946","303786",12,-73.67,40.68,"HEMPSTEAD MA"
"4947","303881",88,-77.78,43.28,"HILTON      "
"4948","303889",360,-75.15,43.3,"HINCKLEY 2 S"
"4949","304024",98,-73.78,42.25,"HUDSON      "
"4950","304102",506,-74.28,43.75,"INDIAN LAKE "
"4951","304130",26,-73.1,40.78,"ISLIP L I MA"
"4952","304174",293,-76.45,42.45,"ITHACA CORNE"
"4953","304206",424,-79.25,42.1,"JAMESTOWN   "
"4954","304207",384,-79.17,42.12,"JAMESTOWN 4 "
"4955","304208",424,-79.23,42.12,"JAMESTOWN WA"
"4956","304450",723,-78.52,42,"KNAPP CREEK "
"4957","304555",591,-73.98,44.25,"LAKE PLACID "
"4958","304575",335,-74.47,42.45,"LANSING MANO"
"4959","304647",152,-74.65,44.75,"LAWRENCEVILL"
